,type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.terminal,arrival.gate,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.delay
246,arrival,landed,nbo,hkjk,2023-10-05t12:20:00.000,llw,fwki,2023-10-05t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,13.0,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,,,2023-10-05t13:36:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-05t12:20:00.000,
247,arrival,landed,nbo,hkjk,2023-10-05t12:20:00.000,llw,fwki,2023-10-05t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,13.0,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,,,2023-10-05t13:36:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-05t12:20:00.000,
248,arrival,landed,nbo,hkjk,2023-10-05t12:20:00.000,llw,fwki,2023-10-05t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,13.0,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,2023-10-05t12:32:00.000,,,2023-10-05t13:36:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,2023-10-05t13:33:00.000,,,,,,,2023-10-05t12:20:00.000,
249,arrival,landed,blz,fwcl,2023-10-05t13:20:00.000,llw,fwki,2023-10-05t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,,2023-10-05t13:15:00.000,2023-10-05t13:15:00.000,2023-10-05t13:15:00.000,,,2023-10-05t13:48:00.000,2023-10-05t13:51:00.000,2023-10-05t13:51:00.000,2023-10-05t13:51:00.000,,,,,,,2023-10-05t13:20:00.000,
250,arrival,landed,blz,fwcl,2023-10-05t15:05:00.000,llw,fwki,2023-10-05t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,6.0,2023-10-05t15:10:00.000,2023-10-05t15:10:00.000,2023-10-05t15:10:00.000,,,2023-10-05t15:43:00.000,2023-10-05t15:42:00.000,2023-10-05t15:42:00.000,2023-10-05t15:42:00.000,,,,,,,,
251,arrival,cancelled,add,haab,2023-10-05t22:10:00.000,llw,fwki,2023-10-06t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,,,,,,,,,,,,,,,,,,,
252,arrival,scheduled,nbo,hkjk,2023-10-06t07:00:00.000,llw,fwki,2023-10-06t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
253,arrival,scheduled,blz,fwcl,2023-10-06t09:10:00.000,llw,fwki,2023-10-06t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
254,arrival,scheduled,dwc,omdw,2023-10-06t07:30:00.000,llw,fwki,2023-10-06t11:50:00.000,emirates,ek,uae,9747,ek9747,uae9747,,,133.0,2023-10-06t09:43:00.000,2023-10-06t09:43:00.000,2023-10-06t09:43:00.000,,,2023-10-06t13:24:00.000,,,,,,,,,,2023-10-06t09:25:00.000,95.0
255,arrival,landed,add,haab,2023-10-06t09:50:00.000,llw,fwki,2023-10-06t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,26.0,2023-10-06t10:15:00.000,2023-10-06t10:15:00.000,2023-10-06t10:15:00.000,1,1,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,ethiopian airlines,et,eth,877,et877,eth877,2023-10-06t10:05:00.000,
256,arrival,landed,add,haab,2023-10-06t09:50:00.000,llw,fwki,2023-10-06t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,26.0,2023-10-06t10:15:00.000,2023-10-06t10:15:00.000,2023-10-06t10:15:00.000,1,1,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,2023-10-06t12:26:00.000,,,,,,,2023-10-06t10:05:00.000,
257,arrival,active,jnb,faor,2023-10-06t11:00:00.000,llw,fwki,2023-10-06t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,16.0,2023-10-06t11:16:00.000,2023-10-06t11:16:00.000,2023-10-06t11:16:00.000,,,2023-10-06t13:22:00.000,,,,,,,,,,2023-10-06t11:00:00.000,3.0
258,arrival,landed,nbo,hkjk,2023-10-06t12:20:00.000,llw,fwki,2023-10-06t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,15.0,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,,,2023-10-06t13:35:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-06t12:20:00.000,
259,arrival,landed,nbo,hkjk,2023-10-06t12:20:00.000,llw,fwki,2023-10-06t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,15.0,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,,,2023-10-06t13:35:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-06t12:20:00.000,
260,arrival,landed,nbo,hkjk,2023-10-06t12:20:00.000,llw,fwki,2023-10-06t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,15.0,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,,,2023-10-06t13:35:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-06t12:20:00.000,
261,arrival,landed,nbo,hkjk,2023-10-06t12:20:00.000,llw,fwki,2023-10-06t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,15.0,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,,,2023-10-06t13:35:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-06t12:20:00.000,
262,arrival,landed,nbo,hkjk,2023-10-06t12:20:00.000,llw,fwki,2023-10-06t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,15.0,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,2023-10-06t12:35:00.000,,,2023-10-06t13:35:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,2023-10-06t13:33:00.000,,,,,,,2023-10-06t12:20:00.000,
263,arrival,scheduled,dxb,omdb,2023-10-06t09:30:00.000,llw,fwki,2023-10-06t13:50:00.000,empty,,,9318,,,,,,,,,,,,,,,,,,,,,,
264,arrival,scheduled,hre,fvrg,2023-10-06t13:50:00.000,llw,fwki,2023-10-06t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
265,arrival,landed,blz,fwcl,2023-10-06t15:05:00.000,llw,fwki,2023-10-06t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,10.0,2023-10-06t15:14:00.000,2023-10-06t15:14:00.000,2023-10-06t15:14:00.000,,,2023-10-06t15:47:00.000,2023-10-06t15:46:00.000,2023-10-06t15:46:00.000,2023-10-06t15:46:00.000,,,,,,,,1.0
266,arrival,scheduled,blz,fwcl,2023-10-06t15:45:00.000,llw,fwki,2023-10-06t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
267,arrival,scheduled,zzu,fwuu,2023-10-06t15:45:00.000,llw,fwki,2023-10-06t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
268,arrival,scheduled,cmk,fwcm,2023-10-06t16:15:00.000,llw,fwki,2023-10-06t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
269,arrival,scheduled,mfu,flmf,2023-10-06t16:00:00.000,llw,fwki,2023-10-06t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
270,arrival,scheduled,lix,fwlk,2023-10-06t16:00:00.000,llw,fwki,2023-10-06t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
271,arrival,scheduled,ceh,fwcd,2023-10-06t15:45:00.000,llw,fwki,2023-10-06t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
272,arrival,landed,nbo,hkjk,2023-10-07t06:15:00.000,llw,fwki,2023-10-07t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,9.0,2023-10-07t06:24:00.000,2023-10-07t06:24:00.000,2023-10-07t06:24:00.000,,,2023-10-07t07:22:00.000,2023-10-07t07:19:00.000,2023-10-07t07:19:00.000,2023-10-07t07:19:00.000,,,,,,,,
273,arrival,scheduled,blz,fwcl,2023-10-07t09:10:00.000,llw,fwki,2023-10-07t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
274,arrival,landed,add,haab,2023-10-07t09:50:00.000,llw,fwki,2023-10-07t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c10,18.0,2023-10-07t10:08:00.000,2023-10-07t10:08:00.000,2023-10-07t10:08:00.000,1,1,2023-10-07t12:23:00.000,2023-10-07t12:26:00.000,2023-10-07t12:26:00.000,2023-10-07t12:26:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
275,arrival,landed,add,haab,2023-10-07t09:50:00.000,llw,fwki,2023-10-07t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c10,18.0,2023-10-07t10:08:00.000,2023-10-07t10:08:00.000,2023-10-07t10:08:00.000,1,1,2023-10-07t12:23:00.000,2023-10-07t12:26:00.000,2023-10-07t12:26:00.000,2023-10-07t12:26:00.000,,,,,,,,
276,arrival,active,nbo,hkjk,2023-10-07t12:20:00.000,llw,fwki,2023-10-07t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,5.0,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,,,2023-10-07t13:24:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-07t12:20:00.000,
277,arrival,active,nbo,hkjk,2023-10-07t12:20:00.000,llw,fwki,2023-10-07t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,5.0,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,,,2023-10-07t13:24:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-07t12:20:00.000,
278,arrival,active,nbo,hkjk,2023-10-07t12:20:00.000,llw,fwki,2023-10-07t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,5.0,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,,,2023-10-07t13:24:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-07t12:20:00.000,
279,arrival,active,nbo,hkjk,2023-10-07t12:20:00.000,llw,fwki,2023-10-07t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,5.0,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,,,2023-10-07t13:24:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-07t12:20:00.000,
280,arrival,active,nbo,hkjk,2023-10-07t12:20:00.000,llw,fwki,2023-10-07t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,5.0,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,2023-10-07t12:24:00.000,,,2023-10-07t13:24:00.000,,,,,,,,,,2023-10-07t12:20:00.000,
281,arrival,landed,blz,fwcl,2023-10-07t13:20:00.000,llw,fwki,2023-10-07t14:10:00.000,south african airways,sa,saa,172,sa172,saa172,,,,2023-10-07t13:10:00.000,2023-10-07t13:10:00.000,2023-10-07t13:10:00.000,,,,2023-10-07t13:41:00.000,2023-10-07t13:41:00.000,2023-10-07t13:41:00.000,,,,,,,2023-10-07t13:20:00.000,
282,arrival,scheduled,lun,flkk,2023-10-07t13:45:00.000,llw,fwki,2023-10-07t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
283,arrival,landed,blz,fwcl,2023-10-07t15:05:00.000,llw,fwki,2023-10-07t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,,2023-10-07t15:03:00.000,2023-10-07t15:03:00.000,2023-10-07t15:03:00.000,,,2023-10-07t15:34:00.000,2023-10-07t15:34:00.000,2023-10-07t15:34:00.000,2023-10-07t15:34:00.000,,,,,,,,
284,arrival,landed,nbo,hkjk,2023-10-07t23:50:00.000,llw,fwki,2023-10-08t01:20:00.000,kenya airways,kq,kqa,738,kq738,kqa738,1a,,14.0,2023-10-08t00:04:00.000,2023-10-08t00:04:00.000,2023-10-08t00:04:00.000,,,2023-10-08t01:02:00.000,2023-10-08t01:01:00.000,2023-10-08t01:01:00.000,2023-10-08t01:01:00.000,,,,,,,2023-10-07t23:50:00.000,
285,arrival,landed,nbo,hkjk,2023-10-08t06:15:00.000,llw,fwki,2023-10-08t07:30:00.000,malawian airlines,3w,mwi,51,3w51,mwi51,1c,13,38.0,2023-10-08t06:53:00.000,2023-10-08t06:53:00.000,2023-10-08t06:53:00.000,,,2023-10-08t07:49:00.000,2023-10-08t07:49:00.000,2023-10-08t07:49:00.000,2023-10-08t07:49:00.000,,,,,,,,19.0
286,arrival,scheduled,blz,fwcl,2023-10-08t09:10:00.000,llw,fwki,2023-10-08t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
287,arrival,landed,add,haab,2023-10-08t09:50:00.000,llw,fwki,2023-10-08t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c8,86.0,2023-10-08t11:15:00.000,2023-10-08t11:15:00.000,2023-10-08t11:15:00.000,1,1,2023-10-08t13:35:00.000,2023-10-08t13:37:00.000,2023-10-08t13:37:00.000,2023-10-08t13:37:00.000,ethiopian airlines,et,eth,877,et877,eth877,2023-10-08t10:02:00.000,48.0
288,arrival,landed,add,haab,2023-10-08t09:50:00.000,llw,fwki,2023-10-08t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c8,86.0,2023-10-08t11:15:00.000,2023-10-08t11:15:00.000,2023-10-08t11:15:00.000,1,1,2023-10-08t13:35:00.000,2023-10-08t13:37:00.000,2023-10-08t13:37:00.000,2023-10-08t13:37:00.000,,,,,,,2023-10-08t10:02:00.000,48.0
289,arrival,unknown,mfu,flmf,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t12:55:00.000,proflight zambia,p0,pfz,834,p0834,pfz834,,,,,,,,,,,,,,,,,,,,
290,arrival,scheduled,nbo,hkjk,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,71.0,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,,,2023-10-08t14:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-08t13:00:00.000,58.0
291,arrival,scheduled,nbo,hkjk,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,71.0,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,,,2023-10-08t14:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-08t13:00:00.000,58.0
292,arrival,scheduled,nbo,hkjk,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,71.0,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,,,2023-10-08t14:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-08t13:00:00.000,58.0
293,arrival,scheduled,nbo,hkjk,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,71.0,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,,,2023-10-08t14:33:00.000,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-08t13:00:00.000,58.0
294,arrival,scheduled,nbo,hkjk,2023-10-08t12:20:00.000,llw,fwki,2023-10-08t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,71.0,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,2023-10-08t13:30:00.000,,,2023-10-08t14:33:00.000,,,,,,,,,,2023-10-08t13:00:00.000,58.0
295,arrival,scheduled,hre,fvrg,2023-10-08t13:50:00.000,llw,fwki,2023-10-08t15:00:00.000,ethiopian airlines,et,eth,34,et34,eth34,1,8,,,,,,,,,,,,,,,,,,
296,arrival,landed,blz,fwcl,2023-10-08t15:05:00.000,llw,fwki,2023-10-08t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,25.0,2023-10-08t15:29:00.000,2023-10-08t15:29:00.000,2023-10-08t15:29:00.000,,,,2023-10-08t16:01:00.000,2023-10-08t16:01:00.000,2023-10-08t16:01:00.000,,,,,,,,17.0
297,arrival,scheduled,blz,fwcl,2023-10-08t15:45:00.000,llw,fwki,2023-10-08t16:45:00.000,empty,,,101,,,,,,,,,,,,,,,,,,,,,,
298,arrival,scheduled,zzu,fwuu,2023-10-08t15:45:00.000,llw,fwki,2023-10-08t16:45:00.000,empty,,,703,,,,,,,,,,,,,,,,,,,,,,
299,arrival,scheduled,cmk,fwcm,2023-10-08t16:15:00.000,llw,fwki,2023-10-08t17:00:00.000,empty,,,203,,,,,,,,,,,,,,,,,,,,,,
300,arrival,scheduled,mfu,flmf,2023-10-08t16:00:00.000,llw,fwki,2023-10-08t17:00:00.000,empty,,,503,,,,,,,,,,,,,,,,,,,,,,
301,arrival,scheduled,lix,fwlk,2023-10-08t16:00:00.000,llw,fwki,2023-10-08t17:00:00.000,empty,,,303,,,,,,,,,,,,,,,,,,,,,,
302,arrival,scheduled,ceh,fwcd,2023-10-08t15:45:00.000,llw,fwki,2023-10-08t17:15:00.000,empty,,,202,,,,,,,,,,,,,,,,,,,,,,
303,arrival,landed,add,haab,2023-10-08t22:10:00.000,llw,fwki,2023-10-09t01:10:00.000,ethiopian airlines,et,eth,867,et867,eth867,2,c9,32.0,2023-10-08t22:42:00.000,2023-10-08t22:42:00.000,2023-10-08t22:42:00.000,,,2023-10-09t01:15:00.000,2023-10-09t01:08:00.000,2023-10-09t01:08:00.000,2023-10-09t01:08:00.000,,,,,,,,
304,arrival,scheduled,blz,fwcl,2023-10-09t09:10:00.000,llw,fwki,2023-10-09t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
305,arrival,landed,add,haab,2023-10-09t09:50:00.000,llw,fwki,2023-10-09t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,25.0,2023-10-09t10:15:00.000,2023-10-09t10:15:00.000,2023-10-09t10:15:00.000,1,1,2023-10-09t12:29:00.000,2023-10-09t12:26:00.000,2023-10-09t12:26:00.000,2023-10-09t12:26:00.000,ethiopian airlines,et,eth,877,et877,eth877,2023-10-09t10:04:00.000,
306,arrival,landed,add,haab,2023-10-09t09:50:00.000,llw,fwki,2023-10-09t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,25.0,2023-10-09t10:15:00.000,2023-10-09t10:15:00.000,2023-10-09t10:15:00.000,1,1,2023-10-09t12:29:00.000,2023-10-09t12:26:00.000,2023-10-09t12:26:00.000,2023-10-09t12:26:00.000,,,,,,,2023-10-09t10:04:00.000,
307,arrival,scheduled,jnb,faor,2023-10-09t11:00:00.000,llw,fwki,2023-10-09t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,37.0,2023-10-09t11:36:00.000,2023-10-09t11:36:00.000,2023-10-09t11:36:00.000,,,2023-10-09t13:37:00.000,,,,,,,,,,2023-10-09t11:00:00.000,18.0
308,arrival,unknown,nbo,hkjk,2023-10-09t12:20:00.000,llw,fwki,2023-10-09t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,15.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-09t12:35:00.000,
309,arrival,unknown,nbo,hkjk,2023-10-09t12:20:00.000,llw,fwki,2023-10-09t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,15.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-09t12:35:00.000,
310,arrival,unknown,nbo,hkjk,2023-10-09t12:20:00.000,llw,fwki,2023-10-09t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,15.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-09t12:35:00.000,
311,arrival,unknown,nbo,hkjk,2023-10-09t12:20:00.000,llw,fwki,2023-10-09t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,15.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-09t12:35:00.000,
312,arrival,unknown,nbo,hkjk,2023-10-09t12:20:00.000,llw,fwki,2023-10-09t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,15.0,,,,,,,,,,,,,,,,2023-10-09t12:35:00.000,
313,arrival,scheduled,lun,flkk,2023-10-09t13:45:00.000,llw,fwki,2023-10-09t15:00:00.000,ethiopian airlines,et,eth,35,et35,eth35,2,a8,,,,,,,,,,,,,,,,,,
314,arrival,landed,blz,fwcl,2023-10-09t15:05:00.000,llw,fwki,2023-10-09t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,26.0,2023-10-09t15:31:00.000,2023-10-09t15:31:00.000,2023-10-09t15:31:00.000,,,,2023-10-09t16:03:00.000,2023-10-09t16:03:00.000,2023-10-09t16:03:00.000,,,,,,,,19.0
315,arrival,scheduled,blz,fwcl,2023-10-10t09:10:00.000,llw,fwki,2023-10-10t09:40:00.000,ethiopian airlines,et,eth,43,et43,eth43,,,,,,,,,,,,,,,,,,,,
316,arrival,landed,add,haab,2023-10-10t09:50:00.000,llw,fwki,2023-10-10t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c11,34.0,2023-10-10t10:24:00.000,2023-10-10t10:24:00.000,2023-10-10t10:24:00.000,1,1,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
317,arrival,landed,add,haab,2023-10-10t09:50:00.000,llw,fwki,2023-10-10t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c11,34.0,2023-10-10t10:24:00.000,2023-10-10t10:24:00.000,2023-10-10t10:24:00.000,1,1,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,2023-10-10t12:35:00.000,,,,,,,,
318,arrival,scheduled,nbo,hkjk,2023-10-10t12:20:00.000,llw,fwki,2023-10-10t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,8.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-10t12:28:00.000,
319,arrival,scheduled,nbo,hkjk,2023-10-10t12:20:00.000,llw,fwki,2023-10-10t13:35:00.000,klm,kl,klm,4139,kl4139,klm4139,1a,,8.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-10t12:28:00.000,
320,arrival,scheduled,nbo,hkjk,2023-10-10t12:20:00.000,llw,fwki,2023-10-10t13:35:00.000,titan airways malta,tm,tmt,756,tm756,tmt756,1a,,8.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-10t12:28:00.000,
321,arrival,scheduled,nbo,hkjk,2023-10-10t12:20:00.000,llw,fwki,2023-10-10t13:35:00.000,delta air lines,dl,dal,7565,dl7565,dal7565,1a,,8.0,,,,,,,,,,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-10t12:28:00.000,
322,arrival,scheduled,nbo,hkjk,2023-10-10t12:20:00.000,llw,fwki,2023-10-10t13:35:00.000,kenya airways,kq,kqa,756,kq756,kqa756,1a,,8.0,,,,,,,,,,,,,,,,2023-10-10t12:28:00.000,
323,arrival,landed,blz,fwcl,2023-10-10t15:05:00.000,llw,fwki,2023-10-10t15:45:00.000,malawian airlines,3w,mwi,21,3w21,mwi21,,,,2023-10-10t14:57:00.000,2023-10-10t14:57:00.000,2023-10-10t14:57:00.000,,,2023-10-10t15:29:00.000,2023-10-10t15:27:00.000,2023-10-10t15:27:00.000,2023-10-10t15:27:00.000,,,,,,,,
324,arrival,scheduled,nbo,hkjk,2023-10-11t07:00:00.000,llw,fwki,2023-10-11t08:30:00.000,kenya airways,kq,kqa,2730,kq2730,kqa2730,,,,,,,,,,,,,,,,,,,,
325,arrival,scheduled,nbo,hkjk,2023-10-11t10:00:00.000,llw,fwki,2023-10-11t12:00:00.000,astral aviation,8v,acp,45,8v45,acp45,,,,,,,,,,,,,,,,,,,,
326,arrival,landed,add,haab,2023-10-11t09:50:00.000,llw,fwki,2023-10-11t12:50:00.000,united airlines,ua,ual,7205,ua7205,ual7205,2,c9,23.0,2023-10-11t10:12:00.000,2023-10-11t10:12:00.000,2023-10-11t10:12:00.000,1,1,2023-10-11t12:31:00.000,2023-10-11t12:28:00.000,2023-10-11t12:28:00.000,2023-10-11t12:28:00.000,ethiopian airlines,et,eth,877,et877,eth877,,
327,arrival,landed,add,haab,2023-10-11t09:50:00.000,llw,fwki,2023-10-11t12:50:00.000,ethiopian airlines,et,eth,877,et877,eth877,2,c9,23.0,2023-10-11t10:12:00.000,2023-10-11t10:12:00.000,2023-10-11t10:12:00.000,1,1,2023-10-11t12:31:00.000,2023-10-11t12:28:00.000,2023-10-11t12:28:00.000,2023-10-11t12:28:00.000,,,,,,,,
328,arrival,scheduled,nbo,hkjk,2023-10-11t11:30:00.000,llw,fwki,2023-10-11t13:00:00.000,kenya airways,kq,kqa,2748,kq2748,kqa2748,,,,,,,,,,,,,,,,,,,2023-10-11t11:30:00.000,
329,arrival,unknown,jnb,faor,2023-10-11t11:00:00.000,llw,fwki,2023-10-11t13:20:00.000,south african airlink,4z,lnk,460,4z460,lnk460,b,b86,18.0,2023-10-11t11:17:00.000,2023-10-11t11:17:00.000,2023-10-11t11:17:00.000,,,2023-10-11t13:24:00.000,,,,,,,,,,2023-10-11t11:00:00.000,5.0
330,arrival,landed,nbo,hkjk,2023-10-11t12:20:00.000,llw,fwki,2023-10-11t13:35:00.000,air france,af,afr,3106,af3106,afr3106,1a,,4.0,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,2023-10-11t12:23:00.000,,,2023-10-11t13:24:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,2023-10-11t13:18:00.000,kenya airways,kq,kqa,756,kq756,kqa756,2023-10-11t12:20:00.000,
